naselje_maticni_broj,naselje_ime,opstina_ime,pop,stage
730050,БЕЛЕ ВОДЕ,НОВИ ПАЗАР,948,1
739081,РИБАРЕ,СВРЉИГ,191,1
739090,СВРЉИГ,СВРЉИГ,6762,1
739103,СЛИВЈЕ,СВРЉИГ,50,1
739111,ТИЈОВАЦ,СВРЉИГ,31,1
739120,ЦРНОЉЕВИЦА,СВРЉИГ,140,1
739138,ШЉИВОВИК,СВРЉИГ,15,1
704105,ЛЕСКОВАЦ,ЛАЗАРЕВАЦ,697,1
704113,ЛУКАВИЦА,ЛАЗАРЕВАЦ,459,1
704121,МАЛИ ЦРЉЕНИ,ЛАЗАРЕВАЦ,742,1
704130,МЕДОШЕВАЦ,ЛАЗАРЕВАЦ,503,1
704148,МИРОСАЉЦИ,ЛАЗАРЕВАЦ,1361,1
704156,ПЕТКА,ЛАЗАРЕВАЦ,1459,1
704261,ЦВЕТОВАЦ,ЛАЗАРЕВАЦ,146,1
703141,ДОЛАЦ (СЕЛО),БЕЛА ПАЛАНКА,43,1
703150,ДОЊА ГЛАМА,БЕЛА ПАЛАНКА,1,1
703168,ДОЊА КОРИТНИЦА,БЕЛА ПАЛАНКА,102,1
703176,ДОЊИ РИЊ,БЕЛА ПАЛАНКА,2,1
703184,ДРАЖЕВО,БЕЛА ПАЛАНКА,7,1
703192,КЛЕЊЕ,БЕЛА ПАЛАНКА,12,1
703206,КЛИСУРА,БЕЛА ПАЛАНКА,136,1
703214,КОЗЈА,БЕЛА ПАЛАНКА,16,1
703222,КОСМОВАЦ,БЕЛА ПАЛАНКА,38,1
727318,ВРАПЦЕ,МЕДВЕЂА,17,1
800899,БАНОШТОР,БЕОЧИН,643,1
800902,БЕОЧИН,БЕОЧИН,7274,1
800929,ГРАБОВО,БЕОЧИН,65,1
741418,СУХИ ДОЛ,СУРДУЛИЦА,26,1
741426,ТОПЛИ ДО,СУРДУЛИЦА,17,1
741434,ТОПЛИ ДОЛ,СУРДУЛИЦА,27,1
741442,ТРОСКАЧ,СУРДУЛИЦА,2,1
741469,ЋУРКОВИЦА,СУРДУЛИЦА,153,1
741477,БИОСКА,УЖИЦЕ,262,1
800996,БАЧКО ПЕТРОВО СЕЛО,БЕЧЕЈ,5393,1
801003,БЕЧЕЈ,БЕЧЕЈ,19492,1
803715,ТОРЊОШ,СЕНТА,1241,1
730823,РАЈЕТИЋЕ,НОВИ ПАЗАР,8,1
730840,РАЈЧИНОВИЋЕ,НОВИ ПАЗАР,885,1
705543,СИБНИЦА,БЛАЦЕ,294,1
705551,СТУБАЛ,БЛАЦЕ,291,1
732125,БЛАТО,ПИРОТ,424,1
739502,ДРАЖЕВИЋЕ,СЈЕНИЦА,281,1
739529,ДРУЖИНИЋЕ,СЈЕНИЦА,26,1
739537,ДУБНИЦА,СЈЕНИЦА,446,1
802433,КУЛА,КУЛА,14873,1
725455,ЈОШЕВА,ЛОЗНИЦА,963,1
741531,ГОРЈАНИ,УЖИЦЕ,570,1
741540,ГОСТИНИЦА,УЖИЦЕ,487,1
705110,СТОЈНИК,СОПОТ,510,1
705187,СРЕМЧИЦА,ЧУКАРИЦА,19434,1
803057,БАНАТСКИ БРЕСТОВАЦ,ПАНЧЕВО,2785,1
718351,СУБЈЕЛ,КОСЈЕРИЋ,120,1
724343,ЗАГУЖАНЕ,ЛЕСКОВАЦ,266,1
724351,ЗАЛУЖЊЕ,ЛЕСКОВАЦ,336,1
724386,ЗОЉЕВО,ЛЕСКОВАЦ,215,1
724394,ИГРИШТЕ,ЛЕСКОВАЦ,241,1
724408,ЈАРСЕНОВО,ЛЕСКОВАЦ,225,1
724416,ЈАШУЊА,ЛЕСКОВАЦ,300,1
724629,МАНОЈЛОВЦЕ,ЛЕСКОВАЦ,683,1
724726,НОВО СЕЛО,ЛЕСКОВАЦ,7,1
725170,ШАРЛИНЦЕ,ЛЕСКОВАЦ,624,1
725188,ШИШИНЦЕ,ЛЕСКОВАЦ,552,1
725196,БАЊА КОВИЉАЧА,ЛОЗНИЦА,4473,1
800546,КАРАЂОРЂЕВО,БАЧКА ТОПОЛА,349,1
725544,ЛИПНИЧКИ ШОР,ЛОЗНИЦА,2390,1
725552,ЛОЗНИЦА,ЛОЗНИЦА,19515,1
725579,ЛОЗНИЧКО ПОЉЕ,ЛОЗНИЦА,7199,1
725528,ЛЕШНИЦА,ЛОЗНИЦА,3818,1
725536,ЛИПНИЦА,ЛОЗНИЦА,794,1
706884,ПАРАЛОВО,БОСИЛЕГРАД,88,1
733610,ЧЕСТОБРОДИЦА,ПОЖЕГА,190,1
733628,АЛИЂЕРЦЕ,ПРЕШЕВО,927,1
733636,БЕРЧЕВАЦ,ПРЕШЕВО,5,1
734144,КАСИДОЛИ,ПРИБОЈ,278,1
734152,КРАТОВО,ПРИБОЈ,215,1
734179,КРЊАЧА,ПРИБОЈ,102,1
725633,РИБАРИЦЕ,ЛОЗНИЦА,267,1
725641,РУЊАНИ,ЛОЗНИЦА,2289,1
725650,СИМИНО БРДО,ЛОЗНИЦА,156,1
725668,СЛАТИНА,ЛОЗНИЦА,104,1
725676,СТРАЖА,ЛОЗНИЦА,737,1
725684,СТУПНИЦА,ЛОЗНИЦА,676,1
743631,ЗАПАДНИ МОЈСТИР,ТУТИН,272,1
711667,КОЋУРА,ВРАЊЕ,33,1
711675,КРИВА ФЕЈА,ВРАЊСКА БАЊА,406,2
728578,ЈАСЕНИЦА,НЕГОТИН,355,1
800236,БАЧ,БАЧ,4405,1
802727,СИГЕТ,НОВИ КНЕЖЕВАЦ,118,1
719331,БЗОВИК,КРАЉЕВО,116,1
719340,БОГУТОВАЦ,КРАЉЕВО,362,1
743534,ДОЛОВО,ТУТИН,290,1
743542,ДРАГА,ТУТИН,820,1
743569,ДУБОВО,ТУТИН,1251,1
802611,НОВИ БЕЧЕЈ,НОВИ БЕЧЕЈ,10967,1
719595,ДРЛУПА,КРАЉЕВО,96,1
719609,ЂАКОВО,КРАЉЕВО,99,1
723720,БРЕЈАНОВЦЕ,ЛЕСКОВАЦ,252,1
723738,БРЕСТОВАЦ,ЛЕСКОВАЦ,1713,1
736422,ВАРОШ,РАЖАЊ,216,1
710261,ЗЕБИНЦЕ,ВЛАДИЧИН ХАН,26,1
801194,МЕСИЋ,ВРШАЦ,186,1
737194,КРАВИЋЕ,РАШКА,96,1
737208,КРЕМИЋЕ,РАШКА,3,1
737216,КРУШЕВИЦА,РАШКА,59,1
737224,КУРИЋИ,РАШКА,54,1
737232,КУЋАНЕ,РАШКА,126,1
737259,ЛИСИНА,РАШКА,29,1
743054,РАЈИНАЦ,ТРСТЕНИК,108,1
743062,РИЂЕВШТИЦА,ТРСТЕНИК,337,1
743089,РИЉАЦ,ТРСТЕНИК,367,1
743097,РУЈИШНИК,ТРСТЕНИК,435,1
743119,СЕЛИШТЕ,ТРСТЕНИК,706,1
743127,СТАРИ ТРСТЕНИК,ТРСТЕНИК,498,1
743135,СТОПАЊА,ТРСТЕНИК,1002,1
743143,СТРАГАРИ,ТРСТЕНИК,443,1
726818,ДОЊИ МИЛАНОВАЦ,МАЈДАНПЕК,1984,1
702439,ЦРВЕНА ЈАБУКА,БАБУШНИЦА,17,1
702447,ШТРБОВАЦ,БАБУШНИЦА,9,1
735108,СЕДОБРО,ПРИЈЕПОЉЕ,252,1
735116,СЕЉАНЕ,ПРИЈЕПОЉЕ,113,1
735124,СЕЉАШНИЦА,ПРИЈЕПОЉЕ,654,1
800139,ЈАНОШИК,АЛИБУНАР,681,1
728586,КАРБУЛОВО,НЕГОТИН,268,1
728594,КОБИШНИЦА,НЕГОТИН,887,1
728608,КОВИЛОВО,НЕГОТИН,188,1
728616,МАЛА КАМЕНИЦА,НЕГОТИН,217,1
706299,ЈАБЛАНИЦА,БОЉЕВАЦ,184,1
706302,КРИВИ ВИР,БОЉЕВАЦ,215,1
706329,ЛУКОВО,БОЉЕВАЦ,471,1
706337,МАЛИ ИЗВОР,БОЉЕВАЦ,360,1
706345,МИРОВО,БОЉЕВАЦ,119,1
706353,ОСНИЋ,БОЉЕВАЦ,821,1
706361,ПОДГОРАЦ,БОЉЕВАЦ,1555,1
722600,ТРЕБИЊЕ,КУРШУМЛИЈА,15,1
722618,ТРЕЋАК,КУРШУМЛИЈА,29,1
722626,ТРМКА,КУРШУМЛИЈА,13,1
722634,ТРН,КУРШУМЛИЈА,6,1
722642,ТРПЕЗЕ,КУРШУМЛИЈА,16,1
737291,НОВО СЕЛО,РАШКА,173,1
737763,НАДРЉЕ,РЕКОВАЦ,101,1
737771,ОПАРИЋ,РЕКОВАЦ,636,1
737780,ПРЕВЕШТ,РЕКОВАЦ,148,1
704067,ЗЕОКЕ,ЛАЗАРЕВАЦ,163,1
704075,ЈУНКОВАЦ,ЛАЗАРЕВАЦ,652,1
726109,ПУХОВО,ЛУЧАНИ,494,1
726117,ПШАНИК,ЛУЧАНИ,118,1
726125,РОГАЧА,ЛУЧАНИ,217,1
726249,ГУКОШ,ЉИГ,183,1
726257,ДИЋИ,ЉИГ,109,1
726265,ДОЊИ БАЊАНИ,ЉИГ,134,1
726273,ЖИВКОВЦИ,ЉИГ,384,1
726281,ИВАНОВЦИ,ЉИГ,308,1
726290,ЈАЈЧИЋ,ЉИГ,341,1
726303,КАДИНА ЛУКА,ЉИГ,358,1
735817,ЂУШНИЦА,ПРОКУПЉЕ,26,1
735825,ЖИТНИ ПОТОК,ПРОКУПЉЕ,468,1
735833,ЗДРАВИЊЕ,ПРОКУПЉЕ,90,1
735841,ЗЛАТА,ПРОКУПЉЕ,96,1
735850,ЈАБУЧЕВО,ПРОКУПЉЕ,6,1
740551,ШАЛИНАЦ,СМЕДЕРЕВО,501,1
740721,СМЕДЕРЕВСКА ПАЛАНКА,СМЕДЕРЕВСКА ПАЛАНКА,20345,1
740730,СТОЈАЧАК,СМЕДЕРЕВСКА ПАЛАНКА,267,1
740748,ЦЕРОВАЦ,СМЕДЕРЕВСКА ПАЛАНКА,774,1
727113,ВРБНИЦА,МАЛО ЦРНИЋЕ,250,1
727393,ГУРГУТОВО,МЕДВЕЂА,41,1
727407,ДОЊА ЛАПАШТИЦА,МЕДВЕЂА,15,1
727415,ДОЊИ БУЧУМЕТ,МЕДВЕЂА,90,1
727423,ДОЊИ ГАЈТАН,МЕДВЕЂА,38,1
727431,ДРЕНЦЕ,МЕДВЕЂА,32,1
727440,ЂУЛЕКАРЕ,МЕДВЕЂА,97,1
727458,КАПИТ,МЕДВЕЂА,87,1
744271,МРЗЕНИЦА,ЋИЋЕВАЦ,130,1
744280,ПЛОЧНИК,ЋИЋЕВАЦ,396,1
744298,ПОЈАТЕ,ЋИЋЕВАЦ,755,1
744301,СТАЛАЋ,ЋИЋЕВАЦ,1268,1
744310,ТРУБАРЕВО,ЋИЋЕВАЦ,72,1
729230,КРАВЉЕ,ЦРВЕНИ КРСТ,233,2
729248,КУНОВИЦА,НИШКА БАЊА,22,2
729256,ЛАЗАРЕВО СЕЛО,НИШКА БАЊА,112,2
724157,ДОЊА ЈАЈИНА,ЛЕСКОВАЦ,1072,1
724165,ДОЊА КУПИНОВИЦА,ЛЕСКОВАЦ,33,1
724173,ДОЊА ЛОКОШНИЦА,ЛЕСКОВАЦ,696,1
705373,ЂУРЕВАЦ,БЛАЦЕ,303,1
705381,КАЧАПОР,БЛАЦЕ,34,1
746436,ПЕТКОВИЦА,ШАБАЦ,668,1
722138,ЛУКОВО,КУРШУМЛИЈА,198,1
716324,МЕЂУРЕЧЈЕ,ИВАЊИЦА,118,1
716332,МОЧИОЦИ,ИВАЊИЦА,74,1
727733,ЦРНИ ВРХ,МЕДВЕЂА,61,1
727741,ЧОКОТИН,МЕДВЕЂА,25,1
727750,АЗБРЕСНИЦА,МЕРОШИНА,588,1
717428,ГРЕЗНА,КЊАЖЕВАЦ,223,1
717436,ДЕБЕЛИЦА,КЊАЖЕВАЦ,196,1
717444,ДЕЈАНОВАЦ,КЊАЖЕВАЦ,3,1
746533,СИНОШЕВИЋ,ШАБАЦ,494,1
722863,РАБРОВО,КУЧЕВО,755,1
746622,ШТИТАР,ШАБАЦ,1781,1
746649,ЖИЧА,КРАЉЕВО,4656,1
718947,КАМЕНИЦА,КРАГУЈЕВАЦ,267,1
718963,КОРМАН,КРАГУЈЕВАЦ,596,1
718971,КОТРАЖА,КРАГУЈЕВАЦ,157,1
719269,ЦВЕТОЈЕВАЦ,КРАГУЈЕВАЦ,770,1
719277,ЦЕРОВАЦ,КРАГУЈЕВАЦ,805,1
726206,БОШЊАНОВИЋ,ЉИГ,179,1
726214,БРАНЧИЋ,ЉИГ,421,1
726222,ВЕЛИШЕВАЦ,ЉИГ,291,1
709638,МАКЦЕ,ВЕЛИКО ГРАДИШТЕ,666,1
727148,КОБИЉЕ,МАЛО ЦРНИЋЕ,473,1
727679,СПОНЦЕ,МЕДВЕЂА,45,1
727687,СРЕДЊИ БУЧУМЕТ,МЕДВЕЂА,78,1
738239,ЛУКАР,ЈАГОДИНА,79,1
738247,МАЈУР,ЈАГОДИНА,2480,1
703915,УГРИНОВЦИ,ЗЕМУН,11859,1
703923,АРАПОВАЦ,ЛАЗАРЕВАЦ,587,1
703931,БАРЗИЛОВИЦА,ЛАЗАРЕВАЦ,757,1
703940,БАРОШЕВАЦ,ЛАЗАРЕВАЦ,844,1
703958,БИСТРИЦА,ЛАЗАРЕВАЦ,356,1
703966,БРАЈКОВАЦ,ЛАЗАРЕВАЦ,861,1
703974,БУРОВО,ЛАЗАРЕВАЦ,406,1
728179,ГУЊИЦА,МИОНИЦА,74,1
703982,ВЕЛИКИ ЦРЉЕНИ,ЛАЗАРЕВАЦ,3888,1
704008,ВРБОВНО,ЛАЗАРЕВАЦ,1042,1
739359,ВИШЊИЦЕ,СЈЕНИЦА,32,1
726435,СЛАВКОВИЦА,ЉИГ,469,1
728667,МОКРАЊЕ,НЕГОТИН,353,1
725919,ДЉИН,ЛУЧАНИ,781,1
725927,ДОЊА КРАВАРИЦА,ЛУЧАНИ,279,1
725935,ДОЊИ ДУБАЦ,ЛУЧАНИ,326,1
725943,ДУЧАЛОВИЋИ,ЛУЧАНИ,285,1
745383,ТРИПКОВА,ЧАЈЕТИНА,221,1
725625,ПОМИЈАЧА,ЛОЗНИЦА,70,1
728675,НЕГОТИН,НЕГОТИН,14647,1
728683,ПЛАВНА,НЕГОТИН,567,1
740985,ТРГОВИШТЕ,СОКОБАЊА,211,1
740993,ТРУБАРЕВАЦ,СОКОБАЊА,390,1
741019,ЦЕРОВИЦА,СОКОБАЊА,11,1
741027,ЧИТЛУК,СОКОБАЊА,429,1
741035,ШАРБАНОВАЦ,СОКОБАЊА,294,1
704253,ТРБУШНИЦА,ЛАЗАРЕВАЦ,608,1
706906,РАДИЧЕВЦИ,БОСИЛЕГРАД,100,1
738824,ДАВИДОВАЦ,СВРЉИГ,57,1
700266,ДОЊИ СТУПАЊ,АЛЕКСАНДРОВАЦ,758,1
804576,МИШИЋЕВО,СУБОТИЦА,266,1
700282,ЈЕЛАКЦИ,АЛЕКСАНДРОВАЦ,205,1
700304,КОЖЕТИН,АЛЕКСАНДРОВАЦ,795,1
700312,КОЗНИЦА,АЛЕКСАНДРОВАЦ,77,1
700339,ЛАТКОВАЦ,АЛЕКСАНДРОВАЦ,331,1
700347,ЛАЋИСЛЕД,АЛЕКСАНДРОВАЦ,569,1
700355,ЛЕСЕНОВЦИ,АЛЕКСАНДРОВАЦ,119,1
728012,МРАМОРСКИ ПОТОК,ПАЛИЛУЛА (НИШ),295,2
728039,ОБЛАЧИНА,МЕРОШИНА,337,1
734756,КАРОШЕВИНА,ПРИЈЕПОЉЕ,116,1
734764,КАЋЕВО,ПРИЈЕПОЉЕ,42,1
734772,КАШИЦЕ,ПРИЈЕПОЉЕ,46,1
741566,ДОБРОДО,УЖИЦЕ,194,1
741574,ДРЕЖНИК,УЖИЦЕ,473,1
741655,КАРАН,УЖИЦЕ,477,1
741663,КАЧЕР,УЖИЦЕ,452,1
742376,ДОЊИ СТАЈЕВАЦ,ТРГОВИШТЕ,327,1
742384,ДУМБИЈА,ТРГОВИШТЕ,0,1
742392,ЂЕРЕКАРЦЕ,ТРГОВИШТЕ,65,1
804657,ШУПЉАК,СУБОТИЦА,863,1
734918,МИЛАКОВИЋИ,ПРИЈЕПОЉЕ,20,1
734926,МИЛЕШЕВО,ПРИЈЕПОЉЕ,94,1
741507,ВИТАСИ,УЖИЦЕ,134,1
741515,ВОЛУЈАЦ,УЖИЦЕ,818,1
741523,ВРУТЦИ,УЖИЦЕ,73,1
745898,ПЕТНИЦА,ЧАЧАК,117,1
745901,ПРЕЉИНА,ЧАЧАК,1581,1
745910,ПРЕМЕЋА,ЧАЧАК,171,1
745928,ПРИДВОРИЦА,ЧАЧАК,155,1
730114,ВИДОВО,НОВИ ПАЗАР,69,1
730122,ВИТКОВИЋЕ,НОВИ ПАЗАР,40,1
705047,ПОПОВИЋ,СОПОТ,1604,1
705063,РОГАЧА,СОПОТ,837,1
705071,РОПОЧЕВО,СОПОТ,2546,1
705080,СИБНИЦА,СОПОТ,532,1
705098,СЛАТИНА,СОПОТ,222,1
742414,КАЛОВО,ТРГОВИШТЕ,12,1
733776,КУРБАЛИЈА,ПРЕШЕВО,65,1
705489,ПРЕБРЕЗА,БЛАЦЕ,189,1
733814,НОРЧА,ПРЕШЕВО,869,1
704938,БАБЕ,СОПОТ,307,1
704946,ГУБЕРЕВАЦ,СОПОТ,464,1
803871,БАЧКИ МОНОШТОР,СОМБОР,2647,1
801623,МЕЛЕНЦИ,ЗРЕЊАНИН,5198,1
804193,МАНЂЕЛОС,СРЕМСКА МИТРОВИЦА,1099,1
739928,ПРАЉА,СЈЕНИЦА,18,1
